"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Sec61b",0,0.31134244665753,0.905,0.856,0,"Monocyte (Patrolling)","Sec61b"
"Bcl3",0,0.311233562094913,0.368,0.239,0,"Monocyte (Patrolling)","Bcl3"
"Arpc2",0,0.310938323727952,0.978,0.952,0,"Monocyte (Patrolling)","Arpc2"
"Tgif1",0,0.310885426030102,0.668,0.557,0,"Monocyte (Patrolling)","Tgif1"
"Eif6",0,0.310282435374287,0.629,0.535,0,"Monocyte (Patrolling)","Eif6"
"Etf1",0,0.309994009158722,0.668,0.554,0,"Monocyte (Patrolling)","Etf1"
"Gmfg",0,0.309320581639454,0.792,0.679,0,"Monocyte (Patrolling)","Gmfg"
"AI662270",0,0.308871319032101,0.628,0.529,0,"Monocyte (Patrolling)","AI662270"
"Bcl10",0,0.306377562477149,0.564,0.46,0,"Monocyte (Patrolling)","Bcl10"
"Bzw1",0,0.305612931978842,0.644,0.552,0,"Monocyte (Patrolling)","Bzw1"
"Coq10b",0,0.305311904298201,0.509,0.38,0,"Monocyte (Patrolling)","Coq10b"
"Arpc5",0,0.304792405460906,0.927,0.884,0,"Monocyte (Patrolling)","Arpc5"
"Sec61g",0,0.303980769269525,0.909,0.875,0,"Monocyte (Patrolling)","Sec61g"
"Ifi205",0,0.303376902652988,0.213,0.107,0,"Monocyte (Patrolling)","Ifi205"
"Shisa5",0,0.299596029849548,0.865,0.802,0,"Monocyte (Patrolling)","Shisa5"
"Atp2b4",0,0.299488783114112,0.2,0.09,0,"Monocyte (Patrolling)","Atp2b4"
"Ppp1r2",0,0.29918057040556,0.571,0.466,0,"Monocyte (Patrolling)","Ppp1r2"
"Igfbp6",0,0.29877559631927,0.181,0.062,0,"Monocyte (Patrolling)","Igfbp6"
"Rpl36al",0,0.296590301692609,0.963,0.942,0,"Monocyte (Patrolling)","Rpl36al"
"Met",0,0.289234255315388,0.137,0.036,0,"Monocyte (Patrolling)","Met"
"Agpat9",0,0.289182816468031,0.166,0.045,0,"Monocyte (Patrolling)","Agpat9"
"Nme1",0,0.288538251789957,0.78,0.678,0,"Monocyte (Patrolling)","Nme1"
"0610009D07Rik",0,0.287667338252868,0.689,0.6,0,"Monocyte (Patrolling)","0610009D07Rik"
"Tpm3",0,0.285634862772852,0.877,0.832,0,"Monocyte (Patrolling)","Tpm3"
"Glipr2",0,0.284502488237628,0.263,0.127,0,"Monocyte (Patrolling)","Glipr2"
"Srsf3",0,0.284078107598186,0.765,0.685,0,"Monocyte (Patrolling)","Srsf3"
"Eif1",0,0.281742174050547,0.991,0.981,0,"Monocyte (Patrolling)","Eif1"
"B3gnt5",0,0.281613815685551,0.203,0.084,0,"Monocyte (Patrolling)","B3gnt5"
"Snrpb",0,0.280893584179824,0.8,0.731,0,"Monocyte (Patrolling)","Snrpb"
"Pcbp1",0,0.279269456887962,0.806,0.733,0,"Monocyte (Patrolling)","Pcbp1"
"Idi1",0,0.276802723442897,0.186,0.09,0,"Monocyte (Patrolling)","Idi1"
"Arhgap26",0,0.276491037267412,0.207,0.087,0,"Monocyte (Patrolling)","Arhgap26"
"Cmpk1",0,0.27641771735205,0.758,0.68,0,"Monocyte (Patrolling)","Cmpk1"
"Atp8b4",0,0.274155304016339,0.285,0.172,0,"Monocyte (Patrolling)","Atp8b4"
"Tiam1",0,0.273472303353468,0.229,0.107,0,"Monocyte (Patrolling)","Tiam1"
"Pira2",0,0.269308276991957,0.276,0.152,0,"Monocyte (Patrolling)","Pira2"
"Gnb2",0,0.266118262940549,0.913,0.872,0,"Monocyte (Patrolling)","Gnb2"
"Sdc1",0,0.260928769366643,0.13,0.056,0,"Monocyte (Patrolling)","Sdc1"
"Gyk",0,0.254706756358684,0.231,0.134,0,"Monocyte (Patrolling)","Gyk"
"Traf1",0,0.253667634105894,0.279,0.147,0,"Monocyte (Patrolling)","Traf1"
"Dennd4a",0,0.252215026470003,0.37,0.251,0,"Monocyte (Patrolling)","Dennd4a"
"Gm14005",0,0.252001086069755,0.181,0.082,0,"Monocyte (Patrolling)","Gm14005"
"Shfm1",0,0.251695246871283,0.969,0.947,0,"Monocyte (Patrolling)","Shfm1"
"Trim47",0,-0.252872983986754,0.084,0.21,0,"Monocyte (Patrolling)","Trim47"
"Cadm1",0,-0.255571452512186,0.049,0.149,0,"Monocyte (Patrolling)","Cadm1"
"Sesn1",0,-0.258274373329026,0.069,0.189,0,"Monocyte (Patrolling)","Sesn1"
"Rplp1",0,-0.260815184300232,0.989,0.987,0,"Monocyte (Patrolling)","Rplp1"
"Reps2",0,-0.262635406417114,0.065,0.186,0,"Monocyte (Patrolling)","Reps2"
"Paox",0,-0.267912224498878,0.119,0.266,0,"Monocyte (Patrolling)","Paox"
"Slc9a9",0,-0.268656251753279,0.116,0.236,0,"Monocyte (Patrolling)","Slc9a9"
"Glb1",0,-0.268829301436076,0.146,0.29,0,"Monocyte (Patrolling)","Glb1"
"Rab11fip5",0,-0.271281213109029,0.154,0.284,0,"Monocyte (Patrolling)","Rab11fip5"
"Pdlim4",0,-0.273190038593756,0.211,0.359,0,"Monocyte (Patrolling)","Pdlim4"
"B2m",0,-0.27321307804134,0.997,0.997,0,"Monocyte (Patrolling)","B2m"
"Rpl41",0,-0.278973145372104,0.995,0.993,0,"Monocyte (Patrolling)","Rpl41"
"1500011K16Rik",0,-0.283453281845816,0.223,0.377,0,"Monocyte (Patrolling)","1500011K16Rik"
"Slc6a8",0,-0.284130729401844,0.112,0.24,0,"Monocyte (Patrolling)","Slc6a8"
"Naglu",0,-0.284281280127514,0.142,0.289,0,"Monocyte (Patrolling)","Naglu"
"Atraid",0,-0.28476600978198,0.371,0.51,0,"Monocyte (Patrolling)","Atraid"
"Fgd2",0,-0.294009752140115,0.174,0.316,0,"Monocyte (Patrolling)","Fgd2"
"Slco2b1",0,-0.299153110363839,0.034,0.156,0,"Monocyte (Patrolling)","Slco2b1"
"Smagp",0,-0.299787695095809,0.106,0.231,0,"Monocyte (Patrolling)","Smagp"
"Mxd4",0,-0.301013042227325,0.192,0.342,0,"Monocyte (Patrolling)","Mxd4"
"Aes",0,-0.301941118139942,0.496,0.621,0,"Monocyte (Patrolling)","Aes"
"Fuca1",0,-0.302640838520752,0.585,0.682,0,"Monocyte (Patrolling)","Fuca1"
"Fblim1",0,-0.30531326600399,0.102,0.265,0,"Monocyte (Patrolling)","Fblim1"
"Slc27a1",0,-0.30844941992565,0.104,0.258,0,"Monocyte (Patrolling)","Slc27a1"
"Abcc3",0,-0.310017161177445,0.135,0.287,0,"Monocyte (Patrolling)","Abcc3"
"Man1c1",0,-0.310642003673981,0.177,0.337,0,"Monocyte (Patrolling)","Man1c1"
"Mdh1",0,-0.310779905214876,0.474,0.596,0,"Monocyte (Patrolling)","Mdh1"
"Tmcc3",0,-0.312394470924914,0.122,0.26,0,"Monocyte (Patrolling)","Tmcc3"
"Scoc",0,-0.313168443704444,0.116,0.264,0,"Monocyte (Patrolling)","Scoc"
"Sec14l1",0,-0.313591567978521,0.26,0.416,0,"Monocyte (Patrolling)","Sec14l1"
"Lamtor1",0,-0.316095900627791,0.653,0.731,0,"Monocyte (Patrolling)","Lamtor1"
"Ang",0,-0.318038062200828,0.161,0.312,0,"Monocyte (Patrolling)","Ang"
"Mertk",0,-0.320726250068236,0.116,0.278,0,"Monocyte (Patrolling)","Mertk"
"Abcg1",0,-0.322498908685134,0.293,0.449,0,"Monocyte (Patrolling)","Abcg1"
"Abca1",0,-0.324042221573326,0.361,0.53,0,"Monocyte (Patrolling)","Abca1"
"Lipa",0,-0.324865745113029,0.488,0.626,0,"Monocyte (Patrolling)","Lipa"
"Dcxr",0,-0.325008228633498,0.228,0.398,0,"Monocyte (Patrolling)","Dcxr"
"Gpx4",0,-0.325762615707565,0.833,0.86,0,"Monocyte (Patrolling)","Gpx4"
"Atpif1",0,-0.326092331825804,0.762,0.826,0,"Monocyte (Patrolling)","Atpif1"
"Cyb5",0,-0.32912384394561,0.438,0.575,0,"Monocyte (Patrolling)","Cyb5"
"P2ry6",0,-0.332690616527298,0.362,0.517,0,"Monocyte (Patrolling)","P2ry6"
"Cox7a2l",0,-0.335042028047226,0.696,0.795,0,"Monocyte (Patrolling)","Cox7a2l"
"Slc25a4",0,-0.337888269012538,0.443,0.582,0,"Monocyte (Patrolling)","Slc25a4"
"Cela1",0,-0.337963932828113,0.036,0.186,0,"Monocyte (Patrolling)","Cela1"
"Rtcb",0,-0.338087005609979,0.288,0.459,0,"Monocyte (Patrolling)","Rtcb"
"Rab3il1",0,-0.342630764819982,0.285,0.461,0,"Monocyte (Patrolling)","Rab3il1"
"Cebpa",0,-0.343193901152075,0.407,0.566,0,"Monocyte (Patrolling)","Cebpa"
"Itm2c",0,-0.344569760664968,0.604,0.703,0,"Monocyte (Patrolling)","Itm2c"
"Stard8",0,-0.349803122255722,0.083,0.216,0,"Monocyte (Patrolling)","Stard8"
"Pkib",0,-0.351176704793814,0.242,0.4,0,"Monocyte (Patrolling)","Pkib"
"Ehd4",0,-0.35370490903988,0.607,0.714,0,"Monocyte (Patrolling)","Ehd4"
"Lair1",0,-0.354146100335891,0.362,0.52,0,"Monocyte (Patrolling)","Lair1"
"Uap1l1",0,-0.358487062182468,0.371,0.519,0,"Monocyte (Patrolling)","Uap1l1"
"Ntpcr",0,-0.358805299824032,0.263,0.422,0,"Monocyte (Patrolling)","Ntpcr"
"Ctsa",0,-0.360596154712674,0.851,0.847,0,"Monocyte (Patrolling)","Ctsa"
"Cd37",0,-0.362093405326471,0.34,0.506,0,"Monocyte (Patrolling)","Cd37"
"Pmepa1",0,-0.36268730893502,0.101,0.234,0,"Monocyte (Patrolling)","Pmepa1"
"Itga6",0,-0.368274317953654,0.165,0.337,0,"Monocyte (Patrolling)","Itga6"
"Mfsd11",0,-0.369038316756439,0.251,0.418,0,"Monocyte (Patrolling)","Mfsd11"
"C3ar1",0,-0.369315725845123,0.645,0.746,0,"Monocyte (Patrolling)","C3ar1"
"Atp6v0d2",0,-0.370692275403956,0.038,0.136,0,"Monocyte (Patrolling)","Atp6v0d2"
"Frmd4b",0,-0.371581544981074,0.203,0.374,0,"Monocyte (Patrolling)","Frmd4b"
"1110001A16Rik",0,-0.374428627292688,0.186,0.371,0,"Monocyte (Patrolling)","1110001A16Rik"
"Hfe",0,-0.376512757862222,0.245,0.42,0,"Monocyte (Patrolling)","Hfe"
"Atp13a2",0,-0.377918853802912,0.382,0.528,0,"Monocyte (Patrolling)","Atp13a2"
"Arhgap19",0,-0.380460114001035,0.056,0.239,0,"Monocyte (Patrolling)","Arhgap19"
"Gyg",0,-0.380499030398106,0.259,0.421,0,"Monocyte (Patrolling)","Gyg"
"Bmyc",0,-0.383254190029325,0.142,0.334,0,"Monocyte (Patrolling)","Bmyc"
"Slamf9",0,-0.384376995554826,0.207,0.355,0,"Monocyte (Patrolling)","Slamf9"
"Gltp",0,-0.386756375170383,0.655,0.767,0,"Monocyte (Patrolling)","Gltp"
"Nenf",0,-0.387913448642638,0.268,0.467,0,"Monocyte (Patrolling)","Nenf"
"Akr1a1",0,-0.389114848195576,0.922,0.928,0,"Monocyte (Patrolling)","Akr1a1"
"Cd9",0,-0.389349758120908,0.439,0.581,0,"Monocyte (Patrolling)","Cd9"
"Arl11",0,-0.390148953184555,0.22,0.409,0,"Monocyte (Patrolling)","Arl11"
"Lamp1",0,-0.397353216353675,0.966,0.931,0,"Monocyte (Patrolling)","Lamp1"
"Ctla2b",0,-0.405873527118057,0.051,0.211,0,"Monocyte (Patrolling)","Ctla2b"
"Nfic",0,-0.406674898126567,0.299,0.478,0,"Monocyte (Patrolling)","Nfic"
"Itgb5",0,-0.407380544224608,0.457,0.577,0,"Monocyte (Patrolling)","Itgb5"
"Pea15a",0,-0.409143876468315,0.282,0.471,0,"Monocyte (Patrolling)","Pea15a"
"Creg1",0,-0.416948683091785,0.708,0.763,0,"Monocyte (Patrolling)","Creg1"
"Tpp1",0,-0.420095538061673,0.436,0.577,0,"Monocyte (Patrolling)","Tpp1"
"Ctss",0,-0.420617929533441,0.997,0.989,0,"Monocyte (Patrolling)","Ctss"
"Ap1b1",0,-0.425603311960916,0.209,0.407,0,"Monocyte (Patrolling)","Ap1b1"
"Pmp22",0,-0.429598822219358,0.182,0.357,0,"Monocyte (Patrolling)","Pmp22"
"Bst2",0,-0.438175775257459,0.802,0.857,0,"Monocyte (Patrolling)","Bst2"
"Olfml3",0,-0.452207982045038,0.101,0.29,0,"Monocyte (Patrolling)","Olfml3"
"Psap",0,-0.461809475894696,0.997,0.988,0,"Monocyte (Patrolling)","Psap"
"Gns",0,-0.462392602413787,0.455,0.614,0,"Monocyte (Patrolling)","Gns"
"Tspan4",0,-0.462531637228629,0.142,0.363,0,"Monocyte (Patrolling)","Tspan4"
"Gna12",0,-0.463944674063349,0.233,0.438,0,"Monocyte (Patrolling)","Gna12"
"Tnfaip8l2",0,-0.464835401510234,0.352,0.533,0,"Monocyte (Patrolling)","Tnfaip8l2"
"Hist1h2bc",0,-0.470072897293044,0.114,0.281,0,"Monocyte (Patrolling)","Hist1h2bc"
"Fxyd2",0,-0.471763685157971,0.029,0.125,0,"Monocyte (Patrolling)","Fxyd2"
"Camk1",0,-0.482164566534859,0.415,0.589,0,"Monocyte (Patrolling)","Camk1"
"Blvrb",0,-0.483702417845822,0.506,0.643,0,"Monocyte (Patrolling)","Blvrb"
"Lgals1",0,-0.487957831488929,0.924,0.934,0,"Monocyte (Patrolling)","Lgals1"
"Dhrs3",0,-0.492122857717687,0.468,0.649,0,"Monocyte (Patrolling)","Dhrs3"
"Il18bp",0,-0.49383329946161,0.112,0.261,0,"Monocyte (Patrolling)","Il18bp"
"Snx5",0,-0.496464142893243,0.757,0.849,0,"Monocyte (Patrolling)","Snx5"
"Blnk",0,-0.506322452568058,0.23,0.487,0,"Monocyte (Patrolling)","Blnk"
"Hmgn1",0,-0.510044906069349,0.207,0.443,0,"Monocyte (Patrolling)","Hmgn1"
"Bin1",0,-0.515455322131063,0.331,0.533,0,"Monocyte (Patrolling)","Bin1"
"Cst3",0,-0.519567608335581,0.997,0.991,0,"Monocyte (Patrolling)","Cst3"
"Abhd12",0,-0.523869877455974,0.478,0.676,0,"Monocyte (Patrolling)","Abhd12"
"Ctsh",0,-0.525552297910293,0.905,0.921,0,"Monocyte (Patrolling)","Ctsh"
"Ckb",0,-0.52581821339748,0.457,0.641,0,"Monocyte (Patrolling)","Ckb"
"Sptssa",0,-0.534323154826956,0.5,0.678,0,"Monocyte (Patrolling)","Sptssa"
"Cd72",0,-0.534408496698737,0.153,0.305,0,"Monocyte (Patrolling)","Cd72"
"Gpr34",0,-0.5429054589826,0.062,0.249,0,"Monocyte (Patrolling)","Gpr34"
"Ltc4s",0,-0.546587230683066,0.053,0.198,0,"Monocyte (Patrolling)","Ltc4s"
"Ypel3",0,-0.551133907007986,0.365,0.565,0,"Monocyte (Patrolling)","Ypel3"
"Hpgds",0,-0.56350721479217,0.176,0.437,0,"Monocyte (Patrolling)","Hpgds"
"Ptms",0,-0.565247085251241,0.601,0.799,0,"Monocyte (Patrolling)","Ptms"
"Emr1",0,-0.568978460938309,0.666,0.736,0,"Monocyte (Patrolling)","Emr1"
"Pld3",0,-0.577355748792233,0.472,0.613,0,"Monocyte (Patrolling)","Pld3"
"Npl",0,-0.585032496613169,0.041,0.235,0,"Monocyte (Patrolling)","Npl"
"Hebp1",0,-0.587125458655058,0.135,0.376,0,"Monocyte (Patrolling)","Hebp1"
"Cxcl16",0,-0.588581709789686,0.481,0.725,0,"Monocyte (Patrolling)","Cxcl16"
"Tmem37",0,-0.589540036398344,0.264,0.491,0,"Monocyte (Patrolling)","Tmem37"
"Tsc22d3",0,-0.601446215339562,0.388,0.547,0,"Monocyte (Patrolling)","Tsc22d3"
"Tubb5",0,-0.610767330245914,0.598,0.768,0,"Monocyte (Patrolling)","Tubb5"
"Mrc1",0,-0.613664083319285,0.372,0.511,0,"Monocyte (Patrolling)","Mrc1"
"Glul",0,-0.617858557026616,0.397,0.582,0,"Monocyte (Patrolling)","Glul"
"Rgs1",0,-0.619367035611035,0.436,0.582,0,"Monocyte (Patrolling)","Rgs1"
"Maf",0,-0.62842342493835,0.467,0.59,0,"Monocyte (Patrolling)","Maf"
"Cd36",0,-0.628804609227756,0.328,0.472,0,"Monocyte (Patrolling)","Cd36"
"Rgs10",0,-0.631449871465433,0.749,0.862,0,"Monocyte (Patrolling)","Rgs10"
"Lgmn",0,-0.640914912253088,0.917,0.938,0,"Monocyte (Patrolling)","Lgmn"
"Irf8",0,-0.653760746995489,0.504,0.68,0,"Monocyte (Patrolling)","Irf8"
"Grn",0,-0.683203007063645,0.92,0.93,0,"Monocyte (Patrolling)","Grn"
"Wwp1",0,-0.697821349836369,0.2,0.458,0,"Monocyte (Patrolling)","Wwp1"
"Nrp1",0,-0.699171170378592,0.444,0.676,0,"Monocyte (Patrolling)","Nrp1"
"Igfbp4",0,-0.706979760901406,0.109,0.305,0,"Monocyte (Patrolling)","Igfbp4"
"Gatm",0,-0.707459539632253,0.143,0.397,0,"Monocyte (Patrolling)","Gatm"
"Tmem86a",0,-0.743815866714935,0.28,0.53,0,"Monocyte (Patrolling)","Tmem86a"
"Jun",0,-0.782741912453714,0.652,0.755,0,"Monocyte (Patrolling)","Jun"
"Hexa",0,-0.797833756018855,0.839,0.887,0,"Monocyte (Patrolling)","Hexa"
"Cd81",0,-0.873060862462248,0.149,0.293,0,"Monocyte (Patrolling)","Cd81"
"Stab1",0,-0.874541929955676,0.376,0.586,0,"Monocyte (Patrolling)","Stab1"
"Itm2b",0,-0.876610131794965,0.986,0.984,0,"Monocyte (Patrolling)","Itm2b"
"Rnase4",0,-0.88254897491453,0.326,0.591,0,"Monocyte (Patrolling)","Rnase4"
"Fcgrt",0,-0.886410817565768,0.218,0.466,0,"Monocyte (Patrolling)","Fcgrt"
"Pltp",0,-0.896043450443496,0.374,0.628,0,"Monocyte (Patrolling)","Pltp"
"Fcrls",0,-0.935940474289836,0.167,0.449,0,"Monocyte (Patrolling)","Fcrls"
"Cbr2",0,-0.948693305979782,0.123,0.33,0,"Monocyte (Patrolling)","Cbr2"
"Igf1",0,-0.976852583713763,0.143,0.454,0,"Monocyte (Patrolling)","Igf1"
"Ctsb",0,-0.978837199619251,0.988,0.975,0,"Monocyte (Patrolling)","Ctsb"
"Cd63",0,-0.994521934671289,0.595,0.823,0,"Monocyte (Patrolling)","Cd63"
"Gas6",0,-1.06432343087372,0.099,0.403,0,"Monocyte (Patrolling)","Gas6"
"Serpinb6a",0,-1.06991581217753,0.16,0.455,0,"Monocyte (Patrolling)","Serpinb6a"
"Apoe",0,-1.1236585478829,0.894,0.897,0,"Monocyte (Patrolling)","Apoe"
"Hexb",0,-1.12630424466185,0.648,0.802,0,"Monocyte (Patrolling)","Hexb"
"Trem2",0,-1.12847950880211,0.621,0.763,0,"Monocyte (Patrolling)","Trem2"
"Ms4a7",0,-1.22362469930649,0.542,0.806,0,"Monocyte (Patrolling)","Ms4a7"
"Ctsd",0,-1.24736348518366,0.932,0.895,0,"Monocyte (Patrolling)","Ctsd"
"C1qb",0,-1.28737844617206,0.546,0.81,0,"Monocyte (Patrolling)","C1qb"
"Syngr1",0,-1.34705210328238,0.235,0.532,0,"Monocyte (Patrolling)","Syngr1"
"Timp2",0,-1.34900940166435,0.455,0.761,0,"Monocyte (Patrolling)","Timp2"
"Pf4",0,-1.46760321586442,0.402,0.703,0,"Monocyte (Patrolling)","Pf4"
"Gpnmb",0,-1.47975869401646,0.303,0.52,0,"Monocyte (Patrolling)","Gpnmb"
"Sepp1",0,-1.54549061675592,0.765,0.857,0,"Monocyte (Patrolling)","Sepp1"
"C1qa",0,-1.6073951800685,0.428,0.754,0,"Monocyte (Patrolling)","C1qa"
"C1qc",0,-1.6090163559204,0.472,0.785,0,"Monocyte (Patrolling)","C1qc"
"Folr2",0,-1.61819983532451,0.13,0.482,0,"Monocyte (Patrolling)","Folr2"
"Ccl8",0,-2.38685300428522,0.084,0.299,0,"Monocyte (Patrolling)","Ccl8"
"Chd7",2.10804146080517e-307,0.320724837147884,0.459,0.343,5.95584953921284e-303,"Monocyte (Patrolling)","Chd7"
"Tmem189",2.12434200516819e-307,0.313336909585325,0.643,0.546,6.00190346720168e-303,"Monocyte (Patrolling)","Tmem189"
"BC005537",9.00079490656236e-304,0.30666503661308,0.792,0.716,2.54299458495106e-299,"Monocyte (Patrolling)","BC005537"
"Arf1",3.83267525648942e-303,0.25266777752459,0.869,0.817,1.08284574021596e-298,"Monocyte (Patrolling)","Arf1"
"Tgfbr2",2.734338743809e-302,-0.293324699673843,0.267,0.41,7.72532725288356e-298,"Monocyte (Patrolling)","Tgfbr2"
"Oas3",2.13016578759389e-301,0.300238012127572,0.299,0.19,6.01835739968902e-297,"Monocyte (Patrolling)","Oas3"
"Dynll2",2.67156642108956e-301,-0.266385988205721,0.182,0.315,7.54797660950433e-297,"Monocyte (Patrolling)","Dynll2"
"Iqgap1",1.58177340464085e-299,0.305660877123287,0.868,0.807,4.46898440013178e-295,"Monocyte (Patrolling)","Iqgap1"
"Dnmt3a",4.7504312236552e-299,-0.280062222950943,0.216,0.356,1.3421393336193e-294,"Monocyte (Patrolling)","Dnmt3a"
"Myl12a",1.22313687304192e-298,0.28010953552421,0.872,0.821,3.45572860740534e-294,"Monocyte (Patrolling)","Myl12a"
"H2afv",4.87679544730084e-298,-0.27925799480846,0.293,0.437,1.37784101772591e-293,"Monocyte (Patrolling)","H2afv"
"Rock1",7.20412135568731e-298,0.326014459984942,0.596,0.498,2.03538040662234e-293,"Monocyte (Patrolling)","Rock1"
"Cnih4",1.02791533513669e-297,0.282961960017897,0.651,0.559,2.9041691963617e-293,"Monocyte (Patrolling)","Cnih4"
"Cyth1",2.81032167629052e-297,0.312576549416632,0.482,0.375,7.9400018320236e-293,"Monocyte (Patrolling)","Cyth1"
"Txn1",8.78666007029562e-296,0.251658729695805,0.898,0.836,2.48249506966062e-291,"Monocyte (Patrolling)","Txn1"
"AI607873",2.13637403076443e-295,0.311372740361262,0.789,0.709,6.03589754911875e-291,"Monocyte (Patrolling)","AI607873"
"Mtss1",2.20582004417666e-295,-0.29360202774975,0.223,0.359,6.23210337081232e-291,"Monocyte (Patrolling)","Mtss1"
"Ncf2",3.71618757670586e-295,0.299593315798349,0.756,0.672,1.04993447604671e-290,"Monocyte (Patrolling)","Ncf2"
"Tbc1d4",2.05027507983228e-294,-0.458634152075079,0.024,0.106,5.79264218305015e-290,"Monocyte (Patrolling)","Tbc1d4"
"P2rx4",1.02475790324e-293,-0.321889831997503,0.495,0.613,2.89524850402398e-289,"Monocyte (Patrolling)","P2rx4"
"Tmed2",1.87734163862345e-292,0.2717362591845,0.783,0.719,5.30405333160284e-288,"Monocyte (Patrolling)","Tmed2"
"Gnas",1.93800463899155e-292,-0.300160912653361,0.921,0.907,5.47544450654282e-288,"Monocyte (Patrolling)","Gnas"
"Myl12b",5.9378133153096e-287,0.281698037325886,0.778,0.709,1.67761039597442e-282,"Monocyte (Patrolling)","Myl12b"
"Hnrnpd",7.47684623281518e-287,0.305566630321575,0.577,0.482,2.11243336615727e-282,"Monocyte (Patrolling)","Hnrnpd"
"Rybp",8.84030485080162e-287,0.275524002855759,0.325,0.219,2.49765132949698e-282,"Monocyte (Patrolling)","Rybp"
"Ppp2r5a",1.73773465309049e-286,0.333914539391629,0.469,0.369,4.90962171537655e-282,"Monocyte (Patrolling)","Ppp2r5a"
"Dnajb11",4.91305655196728e-286,0.338498392726406,0.595,0.506,1.38808586762731e-281,"Monocyte (Patrolling)","Dnajb11"
"Pxk",5.01946980532616e-286,0.27123550552932,0.327,0.223,1.4181508040988e-281,"Monocyte (Patrolling)","Pxk"
"Pfkp",1.25782083872137e-282,0.251573626904135,0.37,0.26,3.55372121563947e-278,"Monocyte (Patrolling)","Pfkp"
"Wbp5",3.67512078099328e-282,-0.333820953860474,0.39,0.521,1.03833187425403e-277,"Monocyte (Patrolling)","Wbp5"
"Rnf213",2.10971196905599e-281,0.399444561672703,0.507,0.408,5.9605692261739e-277,"Monocyte (Patrolling)","Rnf213"
"Mxi1",2.34866725657533e-281,0.477103875360642,0.418,0.323,6.63568960000228e-277,"Monocyte (Patrolling)","Mxi1"
"Kras",1.76177060132061e-280,0.292256548711264,0.558,0.454,4.97753047991111e-276,"Monocyte (Patrolling)","Kras"
"Lfng",7.7715983272236e-280,0.272430597876964,0.38,0.272,2.19570967539048e-275,"Monocyte (Patrolling)","Lfng"
"Gdi2",2.50710431491576e-279,-0.276683983223095,0.862,0.877,7.08332182093151e-275,"Monocyte (Patrolling)","Gdi2"
"Tnfsf12",3.11173627983649e-278,-0.268151928398805,0.341,0.482,8.79158851142205e-274,"Monocyte (Patrolling)","Tnfsf12"
"Gas7",5.63289752654423e-278,0.290317063778974,0.47,0.353,1.59146253817454e-273,"Monocyte (Patrolling)","Gas7"
"Lgals3bp",4.42157919140603e-277,-0.364273500698207,0.541,0.652,1.24922876894794e-272,"Monocyte (Patrolling)","Lgals3bp"
"Tnfaip2",9.67814201616597e-276,0.788555007361972,0.451,0.362,2.73436546382737e-271,"Monocyte (Patrolling)","Tnfaip2"
"Tuba1c",1.42849332621777e-274,0.276144393679082,0.555,0.446,4.03592219456307e-270,"Monocyte (Patrolling)","Tuba1c"
"Lrrfip2",4.72939302980157e-272,0.26403244181681,0.429,0.325,1.33619541270984e-267,"Monocyte (Patrolling)","Lrrfip2"
"Oxct1",9.79233854902382e-271,-0.274925026468345,0.348,0.479,2.7666294102557e-266,"Monocyte (Patrolling)","Oxct1"
"Hist1h1c",1.41800562735641e-270,-0.308374540165591,0.119,0.23,4.00629129897007e-266,"Monocyte (Patrolling)","Hist1h1c"
"Hnrnph2",4.42499153138138e-270,0.272648349238309,0.513,0.415,1.25019285736118e-265,"Monocyte (Patrolling)","Hnrnph2"
"Acp5",4.18692182543677e-269,-0.37643005606388,0.266,0.401,1.18293102334065e-264,"Monocyte (Patrolling)","Acp5"
"Tmed3",6.58151779195463e-269,-0.281730055613832,0.467,0.583,1.85947622176094e-264,"Monocyte (Patrolling)","Tmed3"
"Gcsh",5.2613913818286e-267,0.351439890501868,0.398,0.304,1.48650090710803e-262,"Monocyte (Patrolling)","Gcsh"
"Csrnp1",4.81997703005904e-266,0.277540990112161,0.566,0.456,1.36178811030258e-261,"Monocyte (Patrolling)","Csrnp1"
"Ist1",2.46181032000435e-265,0.254385702496231,0.456,0.351,6.95535269710829e-261,"Monocyte (Patrolling)","Ist1"
"Tax1bp1",6.39590475862199e-265,0.34418122519886,0.715,0.647,1.80703497145347e-260,"Monocyte (Patrolling)","Tax1bp1"
"Slc48a1",1.71825096875619e-264,-0.261616229755309,0.323,0.455,4.85457446202687e-260,"Monocyte (Patrolling)","Slc48a1"
"Fundc2",6.28492942185793e-264,-0.260240456673368,0.382,0.51,1.77568110955752e-259,"Monocyte (Patrolling)","Fundc2"
"Glud1",6.94562458250221e-261,0.28374016714609,0.745,0.68,1.96234731329435e-256,"Monocyte (Patrolling)","Glud1"
"Arrb2",1.21127269530243e-260,-0.278453635184673,0.429,0.56,3.42220874603797e-256,"Monocyte (Patrolling)","Arrb2"
"Lrrc25",1.92200574872338e-260,0.299279939571251,0.559,0.468,5.43024284186818e-256,"Monocyte (Patrolling)","Lrrc25"
"Rapgef2",7.70329200991648e-260,0.305296756746508,0.281,0.184,2.1764110915617e-255,"Monocyte (Patrolling)","Rapgef2"
"Svil",9.60044777040732e-260,0.259653463842044,0.28,0.185,2.71241450857318e-255,"Monocyte (Patrolling)","Svil"
